31,Hagbergs Trafikskola,Drottninggatan 8,37230,RONNEBY,+46 457 148 38,info@hagbergs.com,info@hagbergs.com,http://hagbergs.com,11/26/18 14:27,561046,https://www.reco.se/hagbergs-trafikskola,
32,Ronneby Trafikskola,��g̴rdsgatan 2,37235,RONNEBY,+46 457 262 20,info@ronnebytrafikskola.se,info@ronnebytrafikskola.se,http://www.ronnebytrafikskola.se/,4/18/18 14:04,604299,https://www.reco.se/nya-ronneby-trafikskola-ronneby,
33,City Trafikskola Șlvesborg,K̦pmansgatan 4,29433,S��LVESBORG,+46 456 416 00,citytrafikskolasolvesborg@telia.com,,http://www.citytrafikskolasbg.se/,3/23/18 11:06,4026834,https://www.reco.se/city-trafikskola-solvesborg-solvesborg,JA
34,Șlvesborgs Trafikskola,J�_rnv�_gsgatan 1,29434,S��LVESBORG,+46 456 105 63,trafikskolan.sbg@telia.com,,http://www.sbg-trafikskola.se,4/18/18 10:44,4026835,https://www.reco.se/solvesborgs-trafikskola-solvesborg-jarnvagsgatan-1-sxlcx,JA
36,Borl�_nge Trafikskola,Allfarv�_gen 61 A,78442,BORL��NGE,+46 243 22 88 55,info@borlangetrafikskola.se,info@borlangetrafikskola.se,http://www.borlangetrafikskola.se,10/7/18 16:49,3017570,https://www.reco.se/borlange-trafikskola-ab,
37,J:son Trafikskola,Hagav�_gen 12,78431,BORL��NGE,+46 243 22 42 00,json1@algonet.se,,http://www.bilskolor.com,4/25/17 16:48,420582,https://www.reco.se/j-son-trafikskola,
40,Yrkestrafikskolan Dalarna,Kvarngatan 13,78463,BORL��NGE,+46 243 191 12,ytsborlange@msn.com,ytsborlange@msn.com,http://www.ytsborlange.se,10/1/18 11:11,1836004,https://www.reco.se/yrkestrafikskolan-dalarna-ab,
42,Bergm�_starens Trafikskola i Falun,Bergm�_staregatan 14,79130,FALUN,+46 23 180 50,info@bergmastarenstrafikskola.se,info@bergmastarenstrafikskola.se,http://www.bergmastarenstrafikskola.se,10/2/18 11:28,1805131,https://www.reco.se/bergmastarens-trafikskola-ab,
45,TM Trafikskola,Parkgatan 1 D,79130,FALUN,+46 23 79 07 99,info@tmtrafikskola.se,info@tmtrafikskola.se,http://www.tmtrafikskola.se,6/15/18 15:02,577773,https://www.reco.se/tm-trafikskola-ab,
48,G̦rans Trafikskola,H̦kartorget 1,77631,HEDEMORA,+46 225 151 51,info@mora-trafikskola.se,info@mora-trafikskola.se,http://www.goranstrafikskola.se,11/20/17 15:48,1653623,https://www.reco.se/gorans-trafikskola,
50,Anpassarna K̦rkort,Bergslagsgatan 40,77632,HEDEMORA,+46 225 144 73,korkort@anpassarna.se,korkort@anpassarna.se,http://anpassarnakorkort.se/,9/30/18 15:55,677839,https://www.reco.se/anpassarna-korkort-hedemora,
52,Leksands Trafikskola,Siljansv�_gen 8,79331,LEKSAND,+46 70 213 88 85,info@leksandstrafikskola.se,info@leksandstrafikskola.se,http://www.leksandstrafikskola.se,12/7/18 10:13,1350421,https://www.reco.se/leksands-trafikskola-ab,
53,N�_sslanders trafikskola,Bergsgatan 12,77134,LUDVIKA,+46 240 188 77,info@nasslanderstrafikskola.com,info@nasslanderstrafikskola.com,http://www.nasslanderstrafikskola.com/,4/25/18 10:43,3494424,https://www.reco.se/nasslanders-trafikskola-ab,
54,Mattias Trafikskola,H̦gbergsgatan 44,77135,LUDVIKA,+46 240 121 11,reception@mattiastrafikskola.se,reception@mattiastrafikskola.se,http://www.mattiastrafikskola.se,11/1/17 13:43,670205,https://www.reco.se/mattias-trafikskola-ab,
55,Malungs Trafikskola,Gr̦nlandsv�_gen 23,78223,MALUNG,+46 280 105 25,malungs.trafikskola@telia.com,malungs.trafikskola@telia.com,http://www.malungstrafikskola.se,12/4/18 19:58,1653729,https://www.reco.se/malungs-trafikskola-ab,
57,Dala Trafikskola Mora,Vasag. 13,79232,MORA,+46 250 135 18,info@dalatrafikskola.se,info@dalatrafikskola.se,http://www.dalatrafikskola.se/,11/9/18 7:15,3719509,https://www.reco.se/dala-trafikskola-i-mora-ab,
58,Mora Trafikskola,K̦pmannagatan 16,79230,MORA,+46 250 170 70,info@mora-trafikskola.se,,http://www.mora-trafikskola.se,8/22/17 7:38,1482855,https://www.reco.se/mora-trafikskola,
64,Trafikcenter,��stra L̴nggatan 14,78330,S��TER,+46 225 534 30,info@trafikcenter.nu,,http://www.trafikcenter.nu/,4/18/18 9:45,3954456,https://www.reco.se/trafikcenter-i-dalarna-sater,
65,TA Trafikskola,J�_rnv�_gsgatan 30,78050,VANSBRO,+46 70 312 61 10,info@tatrafikskola.se,info@tatrafikskola.se,http://www.tatrafikskola.se/,11/27/18 14:22,4026836,https://www.reco.se/ta-trafikskola-vansbro,
66,Arne Nilssons Bilskola AB,S��DERV��G 38,62158,VISBY,+46 498 21 06 84,info@nilssonsbilskola.se,info@nilssonsbilskola.se,http://www.nilssonsbilskola.se,3/14/18 14:31,448064,https://www.reco.se/arne-nilssons-bilskola-ab,
67,Bj̦rkmans Bilskola,Sch̩elegatan 7,62145,VISBY,+46 498 21 13 39,info@bjorkmansbilskola.se,info@bjorkmansbilskola.se,http://www.bjorkmansbilskola.se,10/7/18 16:31,447859,https://www.reco.se/bjorkmans-bilskola,
68,Gotlands Trafikskola,Furulundsgatan 2 A,62154,VISBY,+46 498 21 35 05,info@gotlandstrafikskola.se,,http://14025.str.se/,4/3/18 10:16,3642682,https://www.reco.se/gotlands-trafikskola-ab-visby,JA
69,ABE Trafikskolor,Bj̦rkhamregatan 32,82132,BOLLN��S,+46 278 105 67,abetrafikskolor@gmail.com,abetrafikskolor@gmail.com,http://www.abetrafikskolor.se,9/30/18 12:46,1643790,https://www.reco.se/abe-trafikskolor,
70,Driver Bolln�_s,Edelbergsv�_gen 19,82134,BOLLN��S,+46 278 154 37,bollnas@driver.se,,http://www.driver.se,3/23/18 14:58,4026837,https://www.reco.se/driver-bollnas-bollnas,JA
71,Ansans Trafikskola AB,Kaserngatan 61,80253,G��VLE,+46 26 65 35 25,ansans_trafikskola@yahoo.se,ansans_trafikskola@yahoo.se,http://www.ansans.nu,9/30/18 16:00,4026838,https://www.reco.se/ansans-trafikskola-ab-gavle-kaserngatan-61,JA
72,Bil & Trafikskolan HB,Șdra Kansligatan 7 A,80252,G��VLE,+46 26 62 54 94,kontakt@bilochtrafikskolan.se,kontakt@bilochtrafikskolan.se,http://bilochtrafikskolan.se,10/7/18 15:48,587901,https://www.reco.se/bil-trafikskolan-hb,
73,You Drive,Norra Skeppsbron 1,80310,G��VLE,+46 26 12 79 25,info@youdrive.se,info@youdrive.se,http://youdrive.se/,9/30/18 14:46,1806654,https://www.reco.se/youdrive-gavle,
76,City Trafikskola,J�_rnv�_gsstationen ,,Hudiksvall,+46 650 101 01,magnus@city-trafikskola.se,,http://city-trafikskola.se,10/7/18 18:10,3126755,https://www.reco.se/city-trafikskola-i-hudiksvall-hudiksvall,JA
77,Hudiksvalls Trafikskola AB,Kungsgatan 51,82430,HUDIKSVALL,+46 650 125 13,info@hudiksvallstrafikskola.se,info@hudiksvallstrafikskola.se,http://www.hudiksvallstrafikskola.se,6/13/18 10:16,1004035,https://www.reco.se/hudiksvalls-trafikskola-ab,
78,Ove Norins Tunga Trafik,Norra Industriv�_gen 1 D,82434,HUDIKSVALL,+46 650 968 50,reception@ovestrafikskola.se,reception@ovestrafikskola.se,http://ovestrafikskola.se/,5/3/18 9:20,944340,https://www.reco.se/ove-norins-tunga-trafik-ab,
79,Trafikhuset,Norra Industriv�_gen 1 a,82434,HUDIKSVALL,+46 650 758 20,info@trafikhuset.se,info@trafikhuset.se,http://trafikhuset.se/,5/3/18 9:20,3105068,https://www.reco.se/trafikhuset,
81,Ljusdals Trafikskola,Hotellgatan 22 A,82732,LJUSDAL,+46 651 102 08,kontor@ljusdalstrafikskola.se,kontor@ljusdalstrafikskola.se,http://www.ljusdalstrafikskola.se,12/7/18 16:27,379534,https://www.reco.se/ljusdals-trafikskola,
82,Mickes Trafikskola,Hotellgatan 51,82732,LJUSDAL,+46 651 145 00,info@mickestrafikskola.se,info@mickestrafikskola.se,http://www.mickestrafikskola.se,6/13/18 10:39,4026839,https://www.reco.se/mickes-trafikskola-ljusdal-hotellgatan-51,JA
83,Lenas Trafikskola,G�_vlev�_gen 76,81132,SANDVIKEN,+46 26 25 25 12,lenastrafikskola@gmail.com,lenastrafikskola@gmail.com,http://www.lenastrafikskola.se,12/7/18 10:16,1747565,https://www.reco.se/lenas-trafikskola,
84,Lov̩ns Trafikskola,Industriv�_gen 2,81140,SANDVIKEN,+46 26 25 61 79,lovens@lovens.se,,http://www.lovens.se,4/25/17 16:48,353233,https://www.reco.se/lovens-trafikskola,
85,Nya Trafikskolan Sandviken,Grundbogatan 5,81139,SANDVIKEN,+46 26 25 48 58,kontakt@nyatrafikskolan.nu,,http://www.nyatrafikskolan.nu,4/25/17 16:48,4026840,https://www.reco.se/nya-trafikskolan-sandviken-sandviken,JA
90,Falkenbergs Trafikskola,Holgersgatan 5F,31135,FALKENBERG,+46 346 829 90,info@falkenbergs.se,info@falkenbergs.se,http://www.falkenbergs.se,6/13/18 10:18,3986442,https://www.reco.se/falkenbergs-trafikskola,
91,JR:s Trafikskola,Holgersgatan 5 F,31135,FALKENBERG,+46 346 829 90,info@jrstrafikskola.se,info@jrstrafikskola.se,http://www.jrstrafikskola.se,6/13/18 10:18,4026841,https://www.reco.se/jr-s-trafikskola,
92,Murtans Trafikskola,Holgersgatan 7,31135,FALKENBERG,+46 346 71 14 95,info@murtans.se,,http://www.murtans.se,4/25/17 16:48,548369,https://www.reco.se/murtans-trafikskola,
93,Nya Trafikskolan Falkenberg,Holgersgatan 20,31131,FALKENBERG,+46 346 173 21,info@ntib.se,info@ntib.se,http://www.nyatrafikskolan.net,11/27/18 15:59,4026842,https://www.reco.se/nya-trafikskolan-falkenberg,
95,Ahlb�_cks Trafikskola AB,Hvitfeldtsgatan 16,30234,HALMSTAD,+46 35 21 11 11,kontoret@ahlbacks.se,kontoret@ahlbacks.se,http://www.ahlbackstrafikskola.se,9/30/18 13:09,400928,https://www.reco.se/ahlbacks-trafikskola-ab,
96,Fartvindens Trafikskola,Brogatan 45,30238,HALMSTAD,0,info@fartvinden.se,,http://www.fartvinden.se,3/26/18 10:35,400928,https://www.reco.se/ahlbacks-trafikskola-ab,
97,Halmstad Trafikskola i Halmstad,Karl XI:s v�_g 12,30242,HALMSTAD,+46 35 10 32 00,info@halmstadtrafikskola.se,info@halmstadtrafikskola.se,http://www.halmstadtrafikskola.se,11/27/18 15:48,3453925,https://www.reco.se/halmstad-trafikskola-ab,
100,Nyhems Trafikskola,Laholmsv�_gen 50,30250,HALMSTAD,+46 35 21 35 01,info@nyhemstrafikskola.se,info@nyhemstrafikskola.se,http://www.nyhemstrafikskola.se,11/25/18 13:45,3758076,https://www.reco.se/nyhems-trafikskola-halmstad-laholmsvagen-50,JA
102,Halmstad Trafikskola i Hyltebruk,Storgatan 24,30242,HYLTEBRUK,+46 345 175 50,info@halmstadtrafikskola.se,info@halmstadtrafikskola.se,http://www.halmstadtrafikskola.se,7/24/17 11:07,4026844,https://www.reco.se/halmstad-trafikskola-i-hylte-hyltebruk,
103,Bengtssons Trafikskola AB,Vallgatan 12,43430,KUNGSBACKA,+46 300 104 47,info@bengtssonstrafikskola.se,info@bengtssonstrafikskola.se,http://www.bengtssonstrafikskola.se,10/2/18 11:13,586996,https://www.reco.se/bengtssons-trafikskola,
104,Kungsbacka Trafikskola AB,G̦teborgsv�_gen 3,43432,KUNGSBACKA,+46 300 134 94,Info@kungsbackatrafikskola.se,,http://www.kungsbackatrafikskola.se,4/6/18 11:25,586974,https://www.reco.se/kungsbacka-trafikskola,
110,Peter & Oskar:s Trafikskola AB (PO:s),Magasinsgatan 6,43245,VARBERG,+46 340 136 10,oskar@postrafikvbg.se,,http://www.postrafikvbg.se,4/25/18 10:33,1748842,https://www.reco.se/peter-oskar-s-trafikskola-ab-varberg,
111,Rustans Trafikskola HB,��stra L̴nggatan 48 B,43244,VARBERG,+46 340 182 05,rustans@telia.com,rustans@telia.com,http://www.rustanstrafikskola.se,5/3/18 9:24,386755,https://www.reco.se/rustans-trafikskola,
112,Trafikcenter i Varberg AB,Engelbrektsgatan 58,43235,VARBERG,+46 340 199 35,trafikcenter@telia.com,trafikcenter@telia.com,http://www.trafikcenter-varberg.se,5/3/18 9:25,1084270,https://www.reco.se/trafikcenter-i-varberg-ab,
113,Varbergs Trafikskola,Tr�_sl̦vsv�_gen 56,43243,VARBERG,+46 340 104 31,info@varbergs-trafikskola.se,info@varbergs-trafikskola.se,http://www.varbergs-trafikskola.se,10/7/18 16:18,585414,https://www.reco.se/varbergs-trafikskola-ab,
120,H�_rjedalens Trafikskola,H�_rjedalsgatan 5,84232,SVEG,+46 680 100 36,nermoen@telia.com,,http://www.harjedalenstrafikskola.se,10/17/17 10:59,794691,https://www.reco.se/harjedalens-trafikskola,
122,Svegs Trafikskola,Ljusnegatan 1,84232,SVEG,+46 680 100 70,bokning@korkortsveg.se,bokning@korkortsveg.se,http://korkortsveg.se/,5/3/18 9:27,4026845,https://www.reco.se/svegs-trafikskola,
123,Anderzons Trafikskola AB,Hamngatan 19,83134,��STERSUND,+46 63 12 08 15,anderzon.trafikskola@telia.com,anderzon.trafikskola@telia.com,http://www.anderzonstrafikskola.se,9/30/18 15:49,515746,https://www.reco.se/anderzons-trafikskola-ab,
124,City Trafikskola ��stersund,Șdra gr̦ng. 35 A,83135,��STERSUND,+46 70 688 90 91,hanna_ring@hotmail.com,,http://11059.str.se/,3/23/18 11:08,1468767,https://www.reco.se/city-trafikskola-ostersund,
125,Lillians Trafikskola,Samuel Permansg. 22 A,83142,��STERSUND,+46 63 51 61 20,lillian.o@telia.com,,http://www.lillianstrafikskola.se,10/17/17 16:29,1571796,https://www.reco.se/lillians-trafikskola,
126,Lulen Trafikskola,Șdra Gr̦ngatan 40,83135,��STERSUND,+46 63 10 40 54,info@lulen.se,info@lulen.se,http://www.lulen.se,5/3/18 9:27,738686,https://www.reco.se/lulen-trafiksskola-ab,
127,Reveljens Trafikskola AB,K̦rf�_ltets Centrum,83138,��STERSUND,+46 63 10 53 10,info@reveljens.se,,http://www.reveljens.se,4/25/17 16:48,3330550,https://www.reco.se/reveljens,
130,Z Trafikskola,R̴dhusgatan 31,83135,��STERSUND,+46 63 51 27 12,info@ztrafikskola.nu,info@ztrafikskola.nu,http://www.ztrafikskola.nu,9/30/18 13:53,515738,https://www.reco.se/z-trafikskola,
131,��stersunds Trafikskola,Pr�_stgatan 55,83134,��STERSUND,+46 63 51 22 00,sool@live.se,sool@live.se,http://www.ostersundstrafikskola.se,11/27/18 11:26,3553226,https://www.reco.se/ostersunds-trafikskola-ab,
132,Bankeryds Trafikskola AB,Kortebov�_gen 44,56433,BANKERYD,+46 36 37 10 37,info@bankerydstrafikskola.se,info@bankerydstrafikskola.se,http://www.bankerydstrafikskola.se,10/2/18 11:00,740776,https://www.reco.se/bankeryds-trafikskola-ab-bankeryd,
133,Eksj̦ Trafikutbildning AB,��sterl̴nggatan 20,57591,EKSJ��,0,trafikskolan@eksjotrafikutbildning.se,,http://www.eksjotrafikutbildning.se,3/23/18 15:11,855759,https://www.reco.se/eksjo-trafikutbildning-ab-eksjo,
134,Mattssons Trafikskola Gislaved,Norra Storgatan 3,33232,GISLAVED,+46 371 143 70,birgitta@mattssons-trafikskola.se,birgitta@mattssons-trafikskola.se,http://mattssons-trafikskola.se,2/28/18 14:37,4026846,https://www.reco.se/mattssons-trafikskola-gislaved,
135,Trafikskolan Rattmuffen AB,K̦pmangatan 9,33230,GISLAVED,+46 371 109 99,Rattmuffen@bahnhof.se,Rattmuffen@bahnhof.se,http://www.rattmuffen.com/,4/18/18 9:05,774343,https://www.reco.se/trafikskolan-rattmuffen-ab-gislaved,
136,Huskvarna Trafikskola AB,Linn̩gatan 23,56132,HUSKVARNA,+46 36 13 12 97,hvatrafikskola@telia.com,,http://www.huskvarnatrafikskola.se/,4/10/18 11:55,2997151,https://www.reco.se/huskvarna-trafikskola-ab-huskvarna,
140,Din Trafikskola nummer 1,��stra storgatan 116,55454,J��NK��PING,+46 36 30 77 50,dintrafikskolanr1@hotmail.se,dintrafikskolanr1@hotmail.se,http://www.din-trafikskola1.nu,9/20/17 9:34,1365512,https://www.reco.se/din-trafikskola-nr-1,
141,Egert & Ulfs Trafikskola AB,Banarpsgatan 31,55316,J��NK��PING,+46 36 71 19 30,egert.ulf@telia.com,,http://www.egertulfs.se,9/20/17 12:12,740852,https://www.reco.se/egert-ulfs-trafikskola,
142,J̦nk̦pings Centrala Trafikinstitut,Tr�_dg̴rdsgatan 5,55316,J��NK��PING,+46 36 12 90 20,centralatrafikinstitutet@telia.com,centralatrafikinstitutet@telia.com,http://www.centrala-jkpg.se,6/13/18 10:19,3629867,https://www.reco.se/centrala-trafikinstitutet-i-jonkoping-ab,
145,Ratta Trafikskola,��stra Storgatan 82,55321,J��NK��PING,+46 36 16 48 88,info@ratta.se,info@ratta.se,http://www.ratta.se,11/20/17 15:54,3772742,https://www.reco.se/ratta-trafikskola-sverige,
151,Ta k̦rkort,��stra Storgatan 69,55321,J��NK��PING,+46 36 35 15 17,dags@takorkort.nu,,http://www.takorkort.nu/om-oss/mullsjo/,4/18/18 10:46,1377129,https://www.reco.se/ta-korkort-i-jonkoping-ab,
152,Lasses Trafikskola i N�_ssj̦,Tr�_dg̴rdsgatan 23 B,57136,N��SSJ��,+46 380 139 90,info@lasses.nu,,http://www.lasses.nu,4/25/17 16:48,4026847,https://www.reco.se/lasses-trafikskola-i-nassjo,
153,N�_ssj̦ Trafikskola,L̴nggatan 27,57133,N��SSJ��,+46 380 770 07,info@nassjotrafikskola.se,,http://www.nassjotrafikskola.se,4/25/17 16:48,624979,https://www.reco.se/nassjo-trafikskola,
154,��bergs Trafikskola HB,Femkampsv�_gen 70,56830,SKILLINGARYD,+46 370 799 00,roland@abergs.com,roland@abergs.com,http://www.abergs.com,9/30/18 13:41,485731,https://www.reco.se/abergs-trafikskola-hb,
161,Ingvars Trafikutbildning AB,Storgatan 23,57431,VETLANDA,+46 383 158 00,info@ingvars.nu,info@ingvars.nu,http://www.ingvars.nu,6/13/18 10:20,641959,https://www.reco.se/ingvars-trafikutbildning-ab,
162,Vetlanda Trafikskola,Storgatan 29,57431,VETLANDA,+46 383 145 40,vetlandatrafikskola@telia.com,vetlandatrafikskola@telia.com,http://www.vetlandatrafikskola.se/,10/7/18 16:02,627273,https://www.reco.se/vetlanda-trafikskola,
163,Apladalens Trafikskola,Brogatan 8,33130,V��RNAMO,+46 370 30 11 71,yf.ostersund@ya.se,yf.ostersund@ya.se,http://www.apladalenstrafikskola.se,9/30/18 16:06,3518097,https://www.reco.se/apladalens-trafikskola-varnamo,
164,Finnvedens Trafikskola,Enehagsv�_gen 5,33131,V��RNAMO,+46 370 100 40,Lena@finnvedenstrafikskola.se,,http://www.finnvedenstrafikskola.se,3/26/18 10:40,827409,https://www.reco.se/finnvedens-trafikskola,
165,Mattssons Trafikskola V�_rnamo AB,Postgatan 2,33121,V��RNAMO,+46 370 137 00,birgitta@mattssons-trafikskola.se,birgitta@mattssons-trafikskola.se,http://www.mattssons-trafikskola.se/,5/3/18 9:29,552065,https://www.reco.se/mattssons-trafikskola-i-varnamo,
166,Alvesta Trafikskola,Allbogatan 6,34230,ALVESTA,+46 472 124 70,info@alvesta-trafikskola.se,info@alvesta-trafikskola.se,http://www.alvesta-trafikskola.se,9/30/18 15:05,3430364,https://www.reco.se/alvesta-trafikskola-ab-alvesta,
167,KR Trafikutbildning,Lejens v�_g 26,36042,Bra̴s,+46 70 245 68 86,kenneth.rinaldo@str.se,kenneth.rinaldo@str.se,http://15091.str.se/,10/19/17 9:25,1282958,https://www.reco.se/kr-trafikutbildning,
168,Ingos Traffic Corner,Sk̴negatan 10,34118,LJUNGBY,+46 70 877 35 53,ingvar.johansson@str.se,,http://trafikskola-ljungby.se,4/25/17 16:48,1109344,https://www.reco.se/ingos-traffic-corner,
169,Ljungby K̦rkortscenter,Kungsgatan 5,34130,LJUNGBY,+46 372 628 00,ljungbykorkortscenter@telia.com,ljungbykorkortscenter@telia.com,http://www.ljungbykorkortscenter.se/,9/26/17 10:39,3010521,https://www.reco.se/ljungby-korkortscenter-ab,
170,Dahls Trafikskola,Klostergatan 19,35231,V��XJ��,+46 470 140 15,info@dahlstrafikskola.com,,http://www.dahlstrafikskola.com,4/25/17 16:48,3391873,https://www.reco.se/dahls-trafikskola-ab,
171,Davidsons Trafikskola AB,Linn̩gatan 31,35233,V��XJ��,+46 470 137 21,info@davidsons-trafikskola.se,,http://www.davidsons-trafikskola.se,3/23/18 11:21,657599,https://www.reco.se/davidsons-trafikskola,
172,KE:s Trafikskola,Skolgatan 7,35233,V��XJ��,+46 470 479 66,k-e.trafikskola@swipnet.se,,http://www.ke-trafikskola.se,4/25/17 16:48,1333595,https://www.reco.se/ke-s-trafikskola-vaxjo,
173,Ljungkvists Trafikskola,Nygatan 4,35233,V��XJ��,+46 470 71 18 13,info@ljungkviststrafikskola.se,info@ljungkviststrafikskola.se,http://www.ljungkvist-trafikskola.nu,6/13/18 10:20,555372,https://www.reco.se/ljungkvists-trafikskola,
177,Swillos Trafikskola AB,Fj�_llgatan 1A,93831,ARJEPLOG,+46 961 100 16,info@swillos.com,,http://swillos.com/,4/18/18 11:17,1482899,https://www.reco.se/swillos-trafikskola-ab,
181,Nystr̦ms Trafikskola AB,Kungsgatan 20 A,96131,BODEN,+46 921 187 11,nystroms.trafikskola@hotmail.com,,http://12102.str.se/,4/25/17 16:48,529926,https://www.reco.se/nystroms-trafikskola,
182,Ranheimers Trafikskola Boden,Kungsgatan 57,96151,BODEN,+46 921 501 30,ranheimers.trafikskola@str.se,ranheimers.trafikskola@str.se,http://15412.str.se/,6/13/18 13:23,3810300,https://www.reco.se/ranheimers-trafikskola-ab,
185,Jannes Trafikskola,Ringv�_gen 1,95334,HAPARANDA,+46 70 569 24 85,kontakt@jannestrafikskola.se,kontakt@jannestrafikskola.se,http://10936.str.se/,12/5/18 17:56,1379147,https://www.reco.se/jannes-trafikskola,
186,Jokkmokks Trafikskola,V�_stergatan 16,96233,JOKKMOKK,+46 971 106 00,roland.stenstrom@str.se ,,http://www.str.se/2428,4/25/17 16:48,769986,https://www.reco.se/jokkmokks-trafikskola-ab,
187,F̦rarutbildning i Kalix,Furuhedsv�_gen 27,95231,Kalix,+46 923 123 40,forarutbildning.i.kalix@telia.com,forarutbildning.i.kalix@telia.com,http://www.forarutbildningikalix.se/,8/14/17 13:47,1628584,https://www.reco.se/forarutbildning-i-kalix,
189,B̦rjes Trafikskola eftr,Sandviksgatan 39,97436,LULE��,+46 920 22 79 30,susanne.gabrielsson@str.se,,https://www.facebook.com/intensivutbildning,4/25/17 16:48,4026848,https://www.reco.se/borjes-trafikskola-eftr-lulea,
190,Ninas Trafikskola AB,Tr�_dg̴rdsgatan 22,97238,LULE��,+46 920 22 52 31,info@ninastrafikskola.se,,http://www.ninastrafikskola.se,4/25/18 10:59,634469,https://www.reco.se/ninas-trafikskola,
191,PO:s Trafikskola,Norra Strandgatan 2,97232,LULE��,+46 920 150 11,info@pos-trafikskola.se,info@pos-trafikskola.se,http://www.pos-trafikskola.se/,4/25/18 10:37,424933,https://www.reco.se/po-s-trafikskola-i-lulea-ab,
192,Trafikskolan,Storgatan 9,95435,LULE��,+46 920 672 05,info@trafikskolan.biz,info@trafikskolan.biz,http://14331.str.se/,4/18/18 9:56,3374106,https://www.reco.se/trafikskolan,
